Year, Category, Country, Commodity, Amount
1996,"Distribution of additional $1 income across broad consumption groups","France","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","France","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","France","Food, beverages & tobacco",0.06
1996,"Distribution of additional $1 income across broad consumption groups","France","Gross rent, fuel & power",0.19
1996,"Distribution of additional $1 income across broad consumption groups","France","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","France","Medical care",0.12
1996,"Distribution of additional $1 income across broad consumption groups","France","Other",0.16
1996,"Distribution of additional $1 income across broad consumption groups","France","Recreation",0.08
1996,"Distribution of additional $1 income across broad consumption groups","France","Transport & communication",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Gabon","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Gabon","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Gabon","Food, beverages & tobacco",0.17
1996,"Distribution of additional $1 income across broad consumption groups","Gabon","Gross rent, fuel & power",0.17
1996,"Distribution of additional $1 income across broad consumption groups","Gabon","House furnishing & operations",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Gabon","Medical care",0.10
1996,"Distribution of additional $1 income across broad consumption groups","Gabon","Other",0.13
1996,"Distribution of additional $1 income across broad consumption groups","Gabon","Recreation",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Gabon","Transport & communication",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Georgia","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Georgia","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Georgia","Food, beverages & tobacco",0.28
1996,"Distribution of additional $1 income across broad consumption groups","Georgia","Gross rent, fuel & power",0.15
1996,"Distribution of additional $1 income across broad consumption groups","Georgia","House furnishing & operations",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Georgia","Medical care",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Georgia","Other",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Georgia","Recreation",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Georgia","Transport & communication",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Germany","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Germany","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Germany","Food, beverages & tobacco",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Germany","Gross rent, fuel & power",0.19
1996,"Distribution of additional $1 income across broad consumption groups","Germany","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Germany","Medical care",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Germany","Other",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Germany","Recreation",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Germany","Transport & communication",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Greece","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Greece","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Greece","Food, beverages & tobacco",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Greece","Gross rent, fuel & power",0.18
1996,"Distribution of additional $1 income across broad consumption groups","Greece","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Greece","Medical care",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Greece","Other",0.15
1996,"Distribution of additional $1 income across broad consumption groups","Greece","Recreation",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Greece","Transport & communication",0.13
1996,"Distribution of additional $1 income across broad consumption groups","Grenada","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Grenada","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Grenada","Food, beverages & tobacco",0.21
1996,"Distribution of additional $1 income across broad consumption groups","Grenada","Gross rent, fuel & power",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Grenada","House furnishing & operations",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Grenada","Medical care",0.09
1996,"Distribution of additional $1 income across broad consumption groups","Grenada","Other",0.13
1996,"Distribution of additional $1 income across broad consumption groups","Grenada","Recreation",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Grenada","Transport & communication",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Guinea","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Guinea","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Guinea","Food, beverages & tobacco",0.29
1996,"Distribution of additional $1 income across broad consumption groups","Guinea","Gross rent, fuel & power",0.15
1996,"Distribution of additional $1 income across broad consumption groups","Guinea","House furnishing & operations",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Guinea","Medical care",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Guinea","Other",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Guinea","Recreation",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Guinea","Transport & communication",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Hong Kong","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Hong Kong","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Hong Kong","Food, beverages & tobacco",0.04
1996,"Distribution of additional $1 income across broad consumption groups","Hong Kong","Gross rent, fuel & power",0.19
1996,"Distribution of additional $1 income across broad consumption groups","Hong Kong","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Hong Kong","Medical care",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Hong Kong","Other",0.17
1996,"Distribution of additional $1 income across broad consumption groups","Hong Kong","Recreation",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Hong Kong","Transport & communication",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Hungary","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Hungary","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Hungary","Food, beverages & tobacco",0.15
1996,"Distribution of additional $1 income across broad consumption groups","Hungary","Gross rent, fuel & power",0.17
1996,"Distribution of additional $1 income across broad consumption groups","Hungary","House furnishing & operations",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Hungary","Medical care",0.10
1996,"Distribution of additional $1 income across broad consumption groups","Hungary","Other",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Hungary","Recreation",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Hungary","Transport & communication",0.13
1996,"Distribution of additional $1 income across broad consumption groups","Iceland","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Iceland","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Iceland","Food, beverages & tobacco",0.04
1996,"Distribution of additional $1 income across broad consumption groups","Iceland","Gross rent, fuel & power",0.19
1996,"Distribution of additional $1 income across broad consumption groups","Iceland","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Iceland","Medical care",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Iceland","Other",0.17
1996,"Distribution of additional $1 income across broad consumption groups","Iceland","Recreation",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Iceland","Transport & communication",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Indonesia","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Indonesia","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Indonesia","Food, beverages & tobacco",0.29
1996,"Distribution of additional $1 income across broad consumption groups","Indonesia","Gross rent, fuel & power",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Indonesia","House furnishing & operations",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Indonesia","Medical care",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Indonesia","Other",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Indonesia","Recreation",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Indonesia","Transport & communication",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Iran","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Iran","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Iran","Food, beverages & tobacco",0.19
1996,"Distribution of additional $1 income across broad consumption groups","Iran","Gross rent, fuel & power",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Iran","House furnishing & operations",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Iran","Medical care",0.09
1996,"Distribution of additional $1 income across broad consumption groups","Iran","Other",0.13
1996,"Distribution of additional $1 income across broad consumption groups","Iran","Recreation",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Iran","Transport & communication",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Ireland","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Ireland","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Ireland","Food, beverages & tobacco",0.10
1996,"Distribution of additional $1 income across broad consumption groups","Ireland","Gross rent, fuel & power",0.18
1996,"Distribution of additional $1 income across broad consumption groups","Ireland","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Ireland","Medical care",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Ireland","Other",0.15
1996,"Distribution of additional $1 income across broad consumption groups","Ireland","Recreation",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Ireland","Transport & communication",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Israel","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Israel","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Israel","Food, beverages & tobacco",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Israel","Gross rent, fuel & power",0.19
1996,"Distribution of additional $1 income across broad consumption groups","Israel","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Israel","Medical care",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Israel","Other",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Israel","Recreation",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Israel","Transport & communication",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Italy","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Italy","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Italy","Food, beverages & tobacco",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Italy","Gross rent, fuel & power",0.19
1996,"Distribution of additional $1 income across broad consumption groups","Italy","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Italy","Medical care",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Italy","Other",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Italy","Recreation",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Italy","Transport & communication",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Jamaica","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Jamaica","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Jamaica","Food, beverages & tobacco",0.29
1996,"Distribution of additional $1 income across broad consumption groups","Jamaica","Gross rent, fuel & power",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Jamaica","House furnishing & operations",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Jamaica","Medical care",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Jamaica","Other",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Jamaica","Recreation",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Jamaica","Transport & communication",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Japan","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Japan","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Japan","Food, beverages & tobacco",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Japan","Gross rent, fuel & power",0.19
1996,"Distribution of additional $1 income across broad consumption groups","Japan","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Japan","Medical care",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Japan","Other",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Japan","Recreation",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Japan","Transport & communication",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Jordan","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Jordan","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Jordan","Food, beverages & tobacco",0.30
1996,"Distribution of additional $1 income across broad consumption groups","Jordan","Gross rent, fuel & power",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Jordan","House furnishing & operations",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Jordan","Medical care",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Jordan","Other",0.10
1996,"Distribution of additional $1 income across broad consumption groups","Jordan","Recreation",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Jordan","Transport & communication",0.10
1996,"Distribution of additional $1 income across broad consumption groups","Kazakhstan","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Kazakhstan","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Kazakhstan","Food, beverages & tobacco",0.23
1996,"Distribution of additional $1 income across broad consumption groups","Kazakhstan","Gross rent, fuel & power",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Kazakhstan","House furnishing & operations",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Kazakhstan","Medical care",0.09
1996,"Distribution of additional $1 income across broad consumption groups","Kazakhstan","Other",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Kazakhstan","Recreation",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Kazakhstan","Transport & communication",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Kenya","Clothing & footwear",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Kenya","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Kenya","Food, beverages & tobacco",0.41
1996,"Distribution of additional $1 income across broad consumption groups","Kenya","Gross rent, fuel & power",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Kenya","House furnishing & operations",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Kenya","Medical care",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Kenya","Other",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Kenya","Recreation",0.03
1996,"Distribution of additional $1 income across broad consumption groups","Kenya","Transport & communication",0.09
1996,"Distribution of additional $1 income across broad consumption groups","Korea","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Korea","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Korea","Food, beverages & tobacco",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Korea","Gross rent, fuel & power",0.18
1996,"Distribution of additional $1 income across broad consumption groups","Korea","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Korea","Medical care",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Korea","Other",0.15
1996,"Distribution of additional $1 income across broad consumption groups","Korea","Recreation",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Korea","Transport & communication",0.13
1996,"Distribution of additional $1 income across broad consumption groups","Kyrgyzstan","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Kyrgyzstan","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Kyrgyzstan","Food, beverages & tobacco",0.33
1996,"Distribution of additional $1 income across broad consumption groups","Kyrgyzstan","Gross rent, fuel & power",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Kyrgyzstan","House furnishing & operations",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Kyrgyzstan","Medical care",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Kyrgyzstan","Other",0.10
1996,"Distribution of additional $1 income across broad consumption groups","Kyrgyzstan","Recreation",0.04
1996,"Distribution of additional $1 income across broad consumption groups","Kyrgyzstan","Transport & communication",0.10
1996,"Distribution of additional $1 income across broad consumption groups","Latvia","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Latvia","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Latvia","Food, beverages & tobacco",0.22
1996,"Distribution of additional $1 income across broad consumption groups","Latvia","Gross rent, fuel & power",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Latvia","House furnishing & operations",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Latvia","Medical care",0.09
1996,"Distribution of additional $1 income across broad consumption groups","Latvia","Other",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Latvia","Recreation",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Latvia","Transport & communication",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Lebanon","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Lebanon","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Lebanon","Food, beverages & tobacco",0.23
1996,"Distribution of additional $1 income across broad consumption groups","Lebanon","Gross rent, fuel & power",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Lebanon","House furnishing & operations",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Lebanon","Medical care",0.09
1996,"Distribution of additional $1 income across broad consumption groups","Lebanon","Other",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Lebanon","Recreation",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Lebanon","Transport & communication",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Lithuania","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Lithuania","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Lithuania","Food, beverages & tobacco",0.20
1996,"Distribution of additional $1 income across broad consumption groups","Lithuania","Gross rent, fuel & power",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Lithuania","House furnishing & operations",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Lithuania","Medical care",0.09
1996,"Distribution of additional $1 income across broad consumption groups","Lithuania","Other",0.13
1996,"Distribution of additional $1 income across broad consumption groups","Lithuania","Recreation",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Lithuania","Transport & communication",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Luxembourg","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Luxembourg","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Luxembourg","Food, beverages & tobacco",0.01
1996,"Distribution of additional $1 income across broad consumption groups","Luxembourg","Gross rent, fuel & power",0.20
1996,"Distribution of additional $1 income across broad consumption groups","Luxembourg","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Luxembourg","Medical care",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Luxembourg","Other",0.17
1996,"Distribution of additional $1 income across broad consumption groups","Luxembourg","Recreation",0.09
1996,"Distribution of additional $1 income across broad consumption groups","Luxembourg","Transport & communication",0.15
1996,"Distribution of additional $1 income across broad consumption groups","Macedonia","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Macedonia","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Macedonia","Food, beverages & tobacco",0.24
1996,"Distribution of additional $1 income across broad consumption groups","Macedonia","Gross rent, fuel & power",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Macedonia","House furnishing & operations",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Macedonia","Medical care",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Macedonia","Other",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Macedonia","Recreation",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Macedonia","Transport & communication",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Madagascar","Clothing & footwear",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Madagascar","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Madagascar","Food, beverages & tobacco",0.45
1996,"Distribution of additional $1 income across broad consumption groups","Madagascar","Gross rent, fuel & power",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Madagascar","House furnishing & operations",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Madagascar","Medical care",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Madagascar","Other",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Madagascar","Recreation",0.02
1996,"Distribution of additional $1 income across broad consumption groups","Madagascar","Transport & communication",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Malawi","Clothing & footwear",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Malawi","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Malawi","Food, beverages & tobacco",0.45
1996,"Distribution of additional $1 income across broad consumption groups","Malawi","Gross rent, fuel & power",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Malawi","House furnishing & operations",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Malawi","Medical care",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Malawi","Other",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Malawi","Recreation",0.02
1996,"Distribution of additional $1 income across broad consumption groups","Malawi","Transport & communication",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Mali","Clothing & footwear",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Mali","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Mali","Food, beverages & tobacco",0.45
1996,"Distribution of additional $1 income across broad consumption groups","Mali","Gross rent, fuel & power",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Mali","House furnishing & operations",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Mali","Medical care",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Mali","Other",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Mali","Recreation",0.02
1996,"Distribution of additional $1 income across broad consumption groups","Mali","Transport & communication",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Mauritius","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Mauritius","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Mauritius","Food, beverages & tobacco",0.09
1996,"Distribution of additional $1 income across broad consumption groups","Mauritius","Gross rent, fuel & power",0.19
1996,"Distribution of additional $1 income across broad consumption groups","Mauritius","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Mauritius","Medical care",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Mauritius","Other",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Mauritius","Recreation",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Mauritius","Transport & communication",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Mexico","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Mexico","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Mexico","Food, beverages & tobacco",0.19
1996,"Distribution of additional $1 income across broad consumption groups","Mexico","Gross rent, fuel & power",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Mexico","House furnishing & operations",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Mexico","Medical care",0.09
1996,"Distribution of additional $1 income across broad consumption groups","Mexico","Other",0.13
1996,"Distribution of additional $1 income across broad consumption groups","Mexico","Recreation",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Mexico","Transport & communication",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Moldova","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Moldova","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Moldova","Food, beverages & tobacco",0.33
1996,"Distribution of additional $1 income across broad consumption groups","Moldova","Gross rent, fuel & power",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Moldova","House furnishing & operations",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Moldova","Medical care",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Moldova","Other",0.10
1996,"Distribution of additional $1 income across broad consumption groups","Moldova","Recreation",0.04
1996,"Distribution of additional $1 income across broad consumption groups","Moldova","Transport & communication",0.10
1996,"Distribution of additional $1 income across broad consumption groups","Mongolia","Clothing & footwear",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Mongolia","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Mongolia","Food, beverages & tobacco",0.45
1996,"Distribution of additional $1 income across broad consumption groups","Mongolia","Gross rent, fuel & power",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Mongolia","House furnishing & operations",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Mongolia","Medical care",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Mongolia","Other",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Mongolia","Recreation",0.02
1996,"Distribution of additional $1 income across broad consumption groups","Mongolia","Transport & communication",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Morocco","Clothing & footwear",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Morocco","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Morocco","Food, beverages & tobacco",0.25
1996,"Distribution of additional $1 income across broad consumption groups","Morocco","Gross rent, fuel & power",0.15
1996,"Distribution of additional $1 income across broad consumption groups","Morocco","House furnishing & operations",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Morocco","Medical care",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Morocco","Other",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Morocco","Recreation",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Morocco","Transport & communication",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Nepal","Clothing & footwear",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Nepal","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Nepal","Food, beverages & tobacco",0.40
1996,"Distribution of additional $1 income across broad consumption groups","Nepal","Gross rent, fuel & power",0.12
1996,"Distribution of additional $1 income across broad consumption groups","Nepal","House furnishing & operations",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Nepal","Medical care",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Nepal","Other",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Nepal","Recreation",0.03
1996,"Distribution of additional $1 income across broad consumption groups","Nepal","Transport & communication",0.09
1996,"Distribution of additional $1 income across broad consumption groups","Netherlands","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","Netherlands","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Netherlands","Food, beverages & tobacco",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Netherlands","Gross rent, fuel & power",0.19
1996,"Distribution of additional $1 income across broad consumption groups","Netherlands","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Netherlands","Medical care",0.11
1996,"Distribution of additional $1 income across broad consumption groups","Netherlands","Other",0.16
1996,"Distribution of additional $1 income across broad consumption groups","Netherlands","Recreation",0.08
1996,"Distribution of additional $1 income across broad consumption groups","Netherlands","Transport & communication",0.14
1996,"Distribution of additional $1 income across broad consumption groups","New Zealand","Clothing & footwear",0.05
1996,"Distribution of additional $1 income across broad consumption groups","New Zealand","Education",0.07
1996,"Distribution of additional $1 income across broad consumption groups","New Zealand","Food, beverages & tobacco",0.08
1996,"Distribution of additional $1 income across broad consumption groups","New Zealand","Gross rent, fuel & power",0.19
1996,"Distribution of additional $1 income across broad consumption groups","New Zealand","House furnishing & operations",0.08
1996,"Distribution of additional $1 income across broad consumption groups","New Zealand","Medical care",0.11
1996,"Distribution of additional $1 income across broad consumption groups","New Zealand","Other",0.16
1996,"Distribution of additional $1 income across broad consumption groups","New Zealand","Recreation",0.08
1996,"Distribution of additional $1 income across broad consumption groups","New Zealand","Transport & communication",0.14
1996,"Distribution of additional $1 income across broad consumption groups","Nigeria","Clothing & footwear",0.07
1996,"Distribution of additional $1 income across broad consumption groups","Nigeria","Education",0.06
1996,"Distribution of additional $1 income across broad consumption groups","Nigeria","Food, beverages & tobacco",0.49
